title,rating
Ərdoğan: İstanbuldakı seçkilər saxtalaşdırılıb,1
Türkiyə müxalifəti Ərdoğanı təhdid etdi,1
Türkiyədə kütləvi zəhərlənmə,1
Tramp daha bir nazirini itirdi,0
İŞİD öldürülmüş rusiyalı hərbçilərin görüntüsünü yaydı,1
Liviyada qızğın döyüşlər: ölənlər arasında QXK həkimi də var - VİDEO,1
Zelenski Putinlə danışıqlara hazır olduğunu bəyan edib,0
Saratovda qəribə yol qəzası: Avtomobili köpək sürürmüş,1
Poroşenko ilə Zelenskinin debat vaxtı açıqladı,0
Afrikalı siyasətçilərin canlı yayımda stol davası - VİDEO,1
Liviyada vətəndaş müharibəsi davam edir - Çoxlu sayda ölənlər var,1
Netanyahunun bəyanatı Türkiyəni qəzəbləndirdi,1
Ukraynada prezident seçkilərinin rəsmi nəticələri açıqlandı,0
ABŞ öz qoşunlarını Liviyadan çıxarıb,0
Çilidə güclü zəlzələ oldu,1
Tbilisidə partlayış zamanı yaralananların sayı artdı - YENİLƏNİB ,1
Rusiyada sərxoş qadın avtomobillə dörd nəfəri vurdu,1
"Əfqanıstanda İŞİD-ə qarşı xüsusi əməliyyat, 70-dək terrorçu məhv edildi",0
"İranda sualtı qayıqda müəmmalı partlayış, ölənlər var",0
Haftarın ordusu Tripoli aeroportunu ələ keçirdi,0
Sudanda vəziyyət gərginləşir,1
Azərbaycan və Ermənistan XİN rəhbərləri Moskvada görüşəcək,1
İspaniyada 50 avtomobil toqquşdu - VİDEO,1
CAR İsraildəki səfirini geri çağırır,0
Polşada qatar təcili yardım maşınını əzib keçdi - VİDEO,1
“Boeing” qəzaya düşən təyyarənin istehsalını məhdudlaşdırır,0
ABŞ-da ilk - Dövlət ordusu terror təşkilatı elan edilə bilər,1
Trampın namizədi Dünya Bankının prezidenti seçilib,1
Liviyada hərbi çevriliş başlayıb,1
Ermənistan parlamentində transgender qalmaqala səbəb oldu - VİDEO,0
Ekspert ABŞ və NATO-nun Ermənistanla bağlı planları barədə,1
Avropaya qış qayıtdı - VİDEO,0
Yerevanda hərbi hissə komandirini güllələdilər,0
“Kuryer” canlı efirdə aparıcını soydu - VİDEO,1
İlon Mask iki dəqiqəyə bir milyard itirdi,0
Assanc Ekvador səfirliyindən çıxarılacaq,1
Liviya ordusu Tripoliyə doğru irəliləyir - Fövqəladə iclas olacaq,1
Poroşenko Zelenskiyə: Kişi ol! - VİDEO,0
Hamilə olduğunu doğuşdan bir saat əvvəl öyrəndi - FOTO,0
Paşinyan yaxın qohumunu həbsə göndərir,0
Tarixi rekord: bu cütlüyün boşanması 35 milyarda başa gəldi - FOTO,1
Yerevan Rusiyadan aldığı kreditin ödənilmə müddətinin uzadılmasını istəyib,1
Liviyada vətəndaş müharibəsi başlayır,1
Maduro orduda həyəcan elan etdi,0
Delfinlərin nəsli kəsilə bilər,1
Polşalı general Rusiyanı nüvə hücumu ilə hədələdi,0
ABŞ və Türkiyə bir-birini seçim qarşısında qoydu,0
İranda sel fəlakəti: altı mərtəbəli bina çökdü - VİDEO,1
Salman əl Səuddan krallara layiq hədiyyə - İraqa milyard dollar bağışladı,0
Nurməhəmmədov Makqreqorun təhqirlərinə cavab verdi,0
Ukraynada seçkilərin yekun nəticələri elan olundu,0
Tramp Ərdoğana söz verdi: Silah tədarükü böhranı həll olunacaq,0
Diktator xalqından üzr istədi,0
Paşinyan məhkəmədə ifadə verdi,0
Tramp atasının doğum yerini unutdu,1
Tanınmış rusiyalı aktyor vəfat edib,1
Ölümcül xəstə lotereyadan 250 minlik mükafat qazandı,0
BMT-dən aclıqla bağlı qorxulu statistika,1
Ermənistanda nazir müavini həbs olundu - Ginekoloqla rüşvət qalmaqalı,0
Quaydonu güllələməyi təklif etdilər,1
Tramp seçki şüarını açıqladı,1
Dünyanın ən yaxşı aviaşirkətləri məlum oldu - SİYAHI,0
Venesuelada etirazçılar havadan atəşə tutuldu - VİDEO,1
İnsanlar sakura çiçəklərinə görə imperator sarayına axın etdi - VİDEO,0
Qum birələri 10 yaşlı qızın ayaqlarını yedi,1
Əlcəzair prezidenti istefa verdi,0
Texasda kimyəvi zavod yanır - VİDEO,0
Nəhəng gəminin üzərinə kran aşdı - FOTO/VİDEO,1
"Səhv etdi, 13,6 min dollar qabağa düşdü",0
Dünya əhalisinin sayı 2050-ci ildə nə qədər olacaq?,1
Rusiyada hərbi akademiyada partlayış: yaralılar var - VİDEO,1
Rusiyalı yarım milyonluq borca görə Bakıya buraxılmadı,0
İranda daşqınlar: minlərlə kəndlə əlaqə kəsildi - VİDEO,1
Quaydo deputat toxunulmazlığından məhrum edilir,0
Hindistan-Pakistan sərhədində gərginlik: ölənlər var,1
Tailandda xilasedici bir milyonluq lotereya uddu,0
Nur-Sultanda Xəzər üzrə İşçi qrupun iclası keçiriləcək,1
Gəlinlər fataya əvəz tapdı - FOTO,1
Əlcəzairin 82 yaşlı lideri nə vaxt istefa verəcəyini açıqladı,1
"Timoşenko məğlub oldu, Zelenski ikinci tura keçdi",0
ABŞ Türkiyəyə F-35 üçün hissələrin tədarükünü dayandırıb,1
Politoloq: Zelenski faktorundan bir çoxları yararlanmağa çalışır,1
İnsan ünsiyyəti – cah-cəlal predmeti kimi,0
Maduro işığa məhdudiyyət qoydu,1
İranda güclü zəlzələ,1
Səmada naməlum obyekt - VİDEO,1
Peruda avtobusda faciə - Sərnişinlər diri-diri yandı,1
Kadırova “İslam qəhrəmanı” titulu verildi,1
Inın qardaşının “qatil”inə hökm oxundu,1
Ermənistan prezidenti Qarabağa gəlib,1
İstanbulda keçirilən bələdiyyə seçkilərinin ilkin nəticələri açıqlandı ,0
Ukraynadakı seçkilərin ilkin nəticələri - Poroşenko KVN-çiyə uduzur,0
“S7 şirkətlər qrupu” rəhbəri təyyarə qəzasında həlak olub - VİDEO,1
İstanbulda keçirilən bələdiyyə seçkilərində Binəli Yıldırım qalib gəldi,0
Bolqarıstanın baş nazirini güllələməklə hədələdilər,1
Türkiyədə keçirilən seçkilərdə AKP irəlidədir,0
Ukraynada prezident seçkilərində Zelenski və Poroşenko daha çox səs toplayıb,0
Türkiyədə seçki başa çatdı,0
Minskdə kütləvi təxliyə,1
Putin bişirdiyi kababın reseptini məxfi saxlayır,1
Türkiyədə güclü zəlzələ təşvişə səbəb oldu,1
Ukraynadakı seçkilərin ilk “exit-poll” nəticələri yayıldı,0
Ərdoğan bələdiyyə seçkilərində səs verdi,0
Dünyanın ən bahalı rəsmi yoxa çıxdı,0
"Zelenski prezident seçilsə, işə velosipedlə gedəcək",0
Ekvadorda güclü zəlzələ ,1
Türkiyədə seçki məntəqəsində iki nəfər güllələndi ,1
Boksçu rəqibini dişlədi və uduzdu - VİDEO,1
İranda zəlzələ oldu,1
Qazaxıstanda neft yatağındakı yanğını 4 günə söndürdülər - VİDEO,0
Slovakiyanın lideri ilk dəfə qadın olacaq,0
Səudiyyəli hakerlər milyarderin telefonundan intim şəkilləri oğurlayıblar,0
İsrail tankları Qəzza zolağına zərbələr endirdilər,1
Zukerberqdən gözlənilməz çağırış,1
Türkiyədə və Ukraynada seçkilər keçiriləcək - BU GÜN,0
"Abdul-Rəşid Dustumun kortejinə hücum olub, ölən var",1
Türkiyə Suriyada yeni müharibəyə hazırlaşır,0
Rusiyada Paşinyanı siyasi repressiyalarda ittiham etdilər,1
BMT-nin baş katibi Vyana görüşünü təqdir etdi,1
Azərbaycanlını döymüş rusiyalı “skinhed” azadlıqda,1
Bu timsah dayanacaqda məktəb avtobusu gözləyir - VİDEO,1
Venesuela yenə işıqsız qaldı,1
Tramp Ina nüvə silahlarını ABŞ-a göndərməyi təklif etdi,1
Təyyarə qoxuya görə təcili eniş etdi - Yeddi nəfər xəstəxanalıq oldu,1
Böyük Britaniya Brexit sazişini üçüncü dəfə rədd etdi,0
Adam öldürən çeçen Kadırovun bir sözü ilə polisə gəldi - VİDEO,0
Lavrov Çavuşoğlu ilə rəqs etməyi təklif etdi - VİDEO,1
Hamamdan aeroporta: Azərbaycanlı Rusiyadan deportasiya edildi,0
"Qulluqçudan insanlıq dərsi: bir neçə saniyə geciksəydi, uşaq öləcəkdi - VİDEO",0
İtaliyada oğrulara atəş açmağa icazə verildi,0
Xəzərdə neft yatağında partlayış xəbəri “feyk” çıxdı - VİDEO,1
Ankarada bina yandı: ölənlər var - VİDEO,1
Quaydo “prezidentlik” qadağasına cavab verdi,1
Xuan Quaydoya vəzifə tutmaq qadağan edildi,0
Dəkkədə göydələndə yanğın: Çoxlu sayda ölən və yaralanan var - VİDEO,1
ABŞ şəhərinə zəhərli qurbağalar hücum çəkdi - VİDEO,0
Zaxarova Qarabağla bağlı vacib görüşdən danışdı,1
"İsrail raket buraxdı, iranlı əsgərlər həlak oldu",1
Avropada plastik qablar tamamilə qadağan edilir,0
Çində kişi özünü polis bölməsində partlatdı,0
Avstraliyada turist dezodorantda gizli kamera tapdı,1
Doğuşdan bir ay sonra yenidən ana oldu,0
ABŞ-da atışma: ölən və yaralılar var - VİDEO,0
Quaydo Maduronun devriləcəyi tarixi elan etdi,1
Suriyadan inanılmaz təklif: ABŞ iki ştatını İsrailə versin,0
Ukraynada silsilə partlayışlar - VİDEO,1
İsrail Hələbi bombaladı - VİDEO,1
Rusiya XİN Trampın “Venesueladan rədd olmaq” tələbinə cavab verdi,0
İki lotereya biletinin hər birindən 16 milyon qazandı,0
Tereza Mey istefaya gedəcəyi vaxtı açıqlayıb,0
Qazaxıstanda helikopter qəzası - 13 nəfər həlak oldu,1
"Keçmiş israilli zabit: Münaqişə olsa, Suriya ordusu darmadağın olacaq",1
Hindistan Yerin peykini vurdu və özünü fövqəldövlət elan etdi,1
20 Yanvar faciəsinin təşkilatçısı cəzalandırıldı - 10 İL,0
Qarabağda döyüşmüş ermənini studiyadan qovdular - VİDEO,0
ABŞ Aya insan göndərəcək,1
Azərbaycanlı deputat Trampın Qolan qərarını tənqid etdi,0
Venesuelanın müxalif lideri hücuma məruz qaldı - VİDEO,0
Gürcü çoban amerikalı ailəni vəhşicəsinə öldürdü - Bu gün hökm oxunacaq,1
Suriya Qolan təpələrinə görə BMT-yə müraciət etdi,0
Lukaşenko məmuru işdən qovdu: Kəsib-doğramaq lazımdır,0
ABŞ ordusu lazer silahlardan istifadə etməyə hazırlaşır,1
Daha bir “Boeing 737 MAX” təyyarəsi təcili eniş edib,1
Fransızlarla qaraçılar arasında qarşıdurma- Yaralılar var,0
Rusiya və Livan prezidentləri birgə bəyanat veriblər,1
Kompüter xətası Almaniyada 50-dən çox reysi təxirə saldı,1
Çavuşoğlu Qolan təpələri problemiylə bağlı Ərəb ölkələrini ittiham etdi,0
Türkiyədə hava limanında atışma olub,1
Roma Papasının kobudluğu hamını təəcübləndirdi - VİDEO,1
Castin Biber dərin depressiyadadır - Musiqidən gedir,0
Ruhani: Tramp bütün beynəlxalq normaları pozub,0
Kreml ABŞ-ın İsrailin xeyrinə çıxardığı qərara münasibət bildirib,0
Venesuela gün ərzində iki dəfə işıqsız qaldı,1
Azərbaycanlı gənc dəstəsi ilə Rusiyada supermarketi yardı,1
Pentaqon “Tramp divarı”nın inşasını maliyyələşdirəcək,1
Qadınların tarixi “kosmik gəzinti”si təxirə salındı - Skafandra görə,0
ABŞ Yerin orbitində nüvə mühərrikini sınayacaq,1
Sel fəlakəti İranı cənginə alıb - FOTO/VİDEO - YENİLƏNİB,1
Suriyada üç rusiyalı hərbçi öldürülüb,0
İsrail və HƏMAS razılaşdılar,0
Çavuşoğlu: Trampın qərarı vəziyyəti gərginləşdirir,0
İsrail Qəzzanı bombaladı - YENİLƏNİB,1
Suriya XİN-dən Trampın qərarına - SƏRT REAKSİYA,0
Tramp Qolan təpələrini İsrailin ərazisi kimi tanıdı ,1
Çin şirkəti “Range Rover”ə məğlub oldu,0
Ərdoğan öz məşhur ifadəsinin patentini aldı,0
ABŞ-da məscidə od vuruldu,1
Türkiyə Rusiya vətəndaşları üçün vizanın ləğvinə hazırlaşır,0
Qazaxıstanda daha üç şəhərin adını dəyişmək istəyirlər,1
“Dünyanın ən yaxşı müəlliminə” bir milyon dollar təqdim edilib - VİDEO,0
Türkiyədə son 12 saatda ikinci zəlzələ,1
İsrailə raket zərbələri: yaralılar var,0
Venesuelalıları hakimiyyəti ələ keçirməyə hazırlaşmağa çağırırlar,1
Pasiyentlər beyin xərçənginin ilk simptomlarından danışıb,1
Ərdoğan: “Aya sofya” məscid ola bilər,0
Sarayevoda erməni təxribatının qarşısı alındı - VİDEO,0
Əfqanıstanda terror hücumu: ölənlər var,1
Rumıniya İsraildəki səfirliyini Qüdsə köçürür,1
"Myanmada partlayış: 16 ölü, 48 yaralı",1
NATO-nun baş katibi Gürcüstana gəlib ,0
Arvadını öldürmək istəyən pilot təyyarəni evinə çırpdı - VİDEO,1
Daha bir təyyarə qəzası: pilotlar öldü,1
Keçmiş prezident evini 80 dollara kirayəyə verir,0
Rusiyada səkkiz ton balıq yollara səpildi - VİDEO,1
ABŞ-da “Boeing 737 MAX” üzrə proqram yenilənməsi layihəsi bəyənilib,1
Mozambikdə qasırğada ölənlərin sayı 446 nəfərə çatıb,1
Türkiyədə hərbi maşın aşdı: ölən və yaralılar var,1
Tereza Meyi devirməyə cəhd edirlər,0
“Disneyland”də “silah səsləri” vahimə yaratdı - VİDEO,1
ABŞ-da silahlı hücum: ölən və yaralılar var,0
"İndoneziyada 6,1 bal gücündə zəlzələ",1
Somalidə terrorçular nazir müavinini qətlə yetiriblər,1
Norveçdə kruiz layneri qəzaya uğrayıb - YENİLƏNİB + VİDEO,0
Malidə qətlə yetirilənlərin sayı artıb - YENİLƏNİB,1
Londonda “Brexit”ə qarşı yürüş keçirilib - VİDEO,0
Sudanda prezident sarayı yanıb - VİDEO,1
Dağıstanda uşaqlar arasında kütləvi zəhərlənmə ,1
Ermənistanda hərbi hissədə qiyam ,0
Makron Parisə ordunun yeridiləcəyi ilə bağlı məlumatlara aydınlıq gətirdi,1
Kanadada keşiş ibadət zamanı bıçaqlandı - VİDEO,1
Əfqanıstanda stadionda partlayış: qubernator və müavini yaralandı,1
Astana rəsmən Nur-Sultan oldu,1
Mozambikdə qasırğada ölənlərin sayı 293-ə çatıb,1
Kim Çen Inın fotoqrafını canfəşanlığına görə işdən qovdular,1
Ağ Ev Suriyanın İŞİD-dən azad olunduğunu bəyan etdi,0
Milyoner 52 min dollar əmək haqqı ilə səyyah axtarır,0
Aşqabadda avtomobillərdə rəngli disklər qadağan edildi,1
Çində partlayış nəticəsində ölənlərin sayı 62-yə çatıb - VİDEO,1
Çində turistləri daşıyan avtobus yandı - Yaralılar var,1
Aİ Qolan təpələrini İsrail torpaqları kimi tanımadı,0
İraqdakı bərənin batma anları: Ölkədə matəm elan olundu - VİDEO,1
Moskvada KamAZ sərnişinlə dolu taksinin üstünə aşdı - VİDEO,1
Dünyanın ilk sualtı restoranı - FOTO,0
Ərdoğandan Trampın bəyanatına sərt reaksiya ,0
Yeni Zelandiyada qadınlar başlarını bağlayaraq müsəlmanları dəstəklədilər ,0
"Çində güclü partlayış: 47 ölü, 640 yaralı - YENİLƏNİB + VİDEO",1
Quaydo hakimiyyətin ələ keçirilməsi əməliyyatının anonsunu verdi,0
Tramp ərəb dünyasını qəzəbləndirəcək addım atmağa hazırlaşır,1
Xamenei: Avropa İrana arxadan zərbə vurdu,0
İraqda bərə aşdı: 70 ölü - YENİLƏNİB + VİDEO,1
ABŞ yenidən Türkiyəni hədələdi,1
Qazaxıstan lideri ilk səfərini bu ölkəyə edəcək,1
"Çinli qumarbaz borca düşdü, azyaşlı oğlunu satdı – VİDEO",1
Britaniyada dörd məscidə hücum – FOTO,1
Rusiya Qərbdən borc götürəcək,0
Dollar ucuzlaşır,0
"Everestdə buzlaq əridi, itkin alpinistlərin meyitləri aşkarlandı",1
Maduro Trampı oğurluqda ittiham etdi,0
Qazaxıstanda paytaxtın yeni adına görə kütləvi dava,0
Los-Ancelesdə UFO həyəcanı – VİDEO,0
Əfqanıstanda Novruz şənliyində terror: Ölən və yaralılar var - YENİLƏNİB,1
Nəhəng dalğa turisti havaya uçurdu - VİDEO,0
Yeni Zelandiyada avtomatların satışı qadağan olundu,0
Türkmənistan blokada elan etdi: Tacikistan Azərbaycana üz tutdu,0
Qazaxlar etiraz edirlər - Astananın adı dəyişdirilməsin,0
Təyyarə qasırğa zamanı “asfaltda batdı” - VİDEO,1
Rusiyalılardan Balidə film kimi cinayət - iki ölü,1
Qazaxıstan parlamenti Astananın Nursultan adlandırılmasına səs verdi,1
Türkiyədə güclü zəlzələ oldu,1
Yeni prezident Astananı Nursultan adlandırmağı təklif etdi,1
Səmada yaranan qorxunc “dəlik” insanları həyəcanlandırdı - VİDEO,0
İranda göyərtəsində sərnişinlər olan təyyarə yanıb,1
Təyyarədə qadın üstündə əlbəyaxa dava düşdü - VİDEO,1
Bədəninə meyvə suyu yeridən qadın ölümdən döndü,1
Nazarbayev istefa verdi - VİDEO,0
Ərdoğan: Ölüm cəzasını bərpa etməyə hazırıq,0
Yaponiyada uşaqlara əl qaldırmaq qadağan olunacaq,0
Dünyanın ən bahalı və ən ucuz şəhərləri məlum oldu,1
ABŞ-ın strateji hərbi bazası su altında qaldı – FOTO,0
Çinli cərrah xəstədən 3000 kilometr məsafədə beyin əməliyyatı keçirdi - VİDEO,0
Putin Ərdoğanı Krıma dəvət edib,0
Polislər etiraz aksiyasında göz yaşı tökdülər - VİDEO,0
Niderlandda terror törədən şəxs türk çıxdı - FOTO/VİDEO,1
Gürcüstanlı deputatlar əlbəyaxa dava etdilər - VİDEO,0
Parisin son iğtişaşlardan sonrakı görüntüləri - FOTO,0
"Niderlandda terror həyəcanı, ölən var - VİDEO",1
Ərdoğan: İstanbul heç vaxt Konstantinopol olmayacaq,0
Yeni Zelandiyada silahla bağlı qanuna dəyişiklik olunacaq,0
Poçt göyərçini fantastik qiymətə satıldı - FOTO,1
Ermənistanda etirazlar davam edir,0
"ABŞ-da dəhşətli qətl: “Banda”dan çıxmaq istədi, yüz dəfə bıçaqlandı - FOTO",1
"İsrail əsgəri öldürüldü, Qəzzada ehsan paylandı",0
“Boeing” qəzaları arasında oxşarlıq aşkarlandı - FOTO,1
Kosmik təhlükə: Yerə asteroid yaxınlaşır,0
ABŞ - Rusiya münasibətlərinin pozulmasının səbəbi açıqlandı,0
Texaslı qadın 9 dəqiqəyə 6 uşaq dünyaya gətirdi,0
Daha bir “Boeing” qəza enişi etdi,1
Terrorçunun ailəsi üzr istədi,1
Türk əsgərlər xüsusi təhlükəli terrorçunu məhv etdilər,0
Fermerlər qarın altında qalan inəkləri xilas etməli oldular - VİDEO,0
Belqradda gərgin anlar: prezidentin iqamətgahı mühasirəyə alındı,0
Roma Papası Yeni Zelandiyada məscidlərə hücumdan danışdı,1
Makrondan gözlənilməz bəyanat,1
İndoneziyada sel sularında 63 meyit tapıldı ,1
Yeni Zelandiya baş naziri terror barədə öncədən məlumatlı olub,1
Sorğunun nəticələri Maduronu məyus etdi,0
"“Facebook”dan Yeni Zelandiyadakı terrorla bağlı 1,5 milyon video silindi",1
Yeni Zelandiyada məscidə hücum nəticəsində ölənlərin sayı artdı,1
Naməlum şəxslər Londonda məscidin yanında müsəlmana hücum etdilər - VİDEO,1
Ərdoğandan Yeni Zelandiyadan olan terrorçu ilə bağlı açıqlama,0
"Riki Martin: Onu terrorçu adlandırmırlar, çünki müsəlman deyil!",0
Gürcüstanda sərnişin qatarı relsdən çıxdı,1
Quaydo neft şirkətini Maduronun əlindən alır,0
Parisdə amansız toqquşmalar: xeyli sayda xəsarət alan var,0
Müsəlmanları təhqir edən senator “cəzasını aldı” - VİDEO,0
“Boeing” şirkəti qalmaqallı təyyarə ilə bağlı yeni qərar verdi,1
Şimali koreyalılar inqilaba hazırlaşır?,0
Finlandiyada məscidə irqçi hücum oldu,1
Erməni Ukrayna prezident administrasiyasının əməkdaşını qətlə yetirib,1
Lavrovun Türkiyə səfəri yenə təxirə salındı,0
Koçaryan həbsdə qaldı,0
Rusiya səmasında nadir təbiət hadisəsi - VİDEO,0
Senator müsəlmanların qətliamından yazdı: Günah İslamdadır,1
Yeni zelandiyalı terrorçu Ərdoğan və Merkeli öldürməyə çağırdı,1
Yeni Zelandiya məscidlərinə hücumlarda erməni izi - FOTO,1
Yeni Zelandiyada məscidlərə silahlı hücum: 49 ölü - YENİLƏNİB + VİDEO,1
“Boeing” “737 Max” təyyarəsinin tədarükünü dayandırdı,0
ABŞ qadağan olunmuş raketlərin istehsalına başladı,1
