comment_text,target
"I need your help Hello. In July in 2019 I deleted the messages from the profile 3.liko_._ by mistaken.But I have saved the messages from that time till nowadays. The deleted messages are very important for me. It hurts me very much. Can you help me to return those deleted messages or can you remake newness in the program in order to return those messages? The first message was on the 3rd of June in 2018. Please,help me to get those messages. Thanks beforehand",0
Zoooor Elaaaa,0
Aga.electronics Super puper,0
Çox süper Efsane,0
Super Superrr,0
Cok guzeli super ❤️❤️❤️❤️,0
Instagram crashing in iphone 5a I don’t how fix it.It’s been a while when i used instagram with an app.After downloading app i cannot just enter the app because it is crashing every single time.Help!,1
Bad I can't get notifications from instagram. Please fix it.(iPhone xs),1
Omg😭😭 Why we are updating instagram.I don’t like this version and delete😭👎 Return the old version please 😫,1
Insta good prgrm Very good prgrm 😃,0
Ошибка Программа не работает на моем iphone 8plus.удаляю занова скачиваю работает а через день опять не запускается.,1
Review About one week i can’t add second acc🤦🏻‍♂️,0
Sevdim❤️👼🏻🙏 Instagram super bezi pis yorumlari qebul elemesin photonun alti,0
"İletişim çağı İletişim çağı,digital döneminde önder bir durumda olan İnstagram’a teşekkürler",0
İnstagram no notification at all,1
Bazen sorunların olmasa güzelsin😁😁😁 ❤️,0
Problem! “you have reached the limit for the number of businesses you can create at this time.” It says so when trying to switch to business account. why is that???,1
Good but so addicted ❤️ It s good way to stay in touch with friends but too addicted to instagram is waste of time,0
Super Super,0
@aliye_ff kotu calisiyor bazen donuyor,1
"Тех.Поддержка. Долгое время у меня проблема только с тех.поддержкой.
Никакой помощи, 0 настоящей реакции и всё делается через ботов. Проблема с аккаунтом, а связаться не с кем! Ужасно!
Единственный минус, который бесит до кошмара в снах - это тех.поддержка.",1
cox teşekkür ederim cox teşekkür edirik sizlere,0
"Advise) Please update video with a tracker, so you can scroll uploaded videos
Thank you!",0
Rauf Super amazing,0
❤️ support our site❤️🙏,0
"İnfo Hello
İ am an instagramm user and everything is ok, but it will be good to see how old is profiles. For example """"""""the date of subscribe 01.01.2017 or 1 year 2 months and 3 days",0
Seni sevirem 🧿🧿🧿🧿💋❤️💋🌹,0
super vse superr,0
Cok sevgirum. Instagrami. En cok kulandigim. Sosyal  mediua Cok sevyorum,0
Disappointment totally frustrated from nonstop blocks to give like to photos..so if I don’t have to like photos I like in insta why there’s this function in instagram? I wanted to spam insta due to this reason,1
Super Super,0
Oбъём Увеличте объём пожалуйста,0
konlum_cicek_evii yeni işimiz,0
Xosum gelirem❤️😞 🙏🏻🙏🏻,0
❤️ 🌸🥰❤️👌,0
2 haftadir takip engeli var 2 haftadir takip engeli var,0
👍👍 👍👍,0
Super Super,0
Cok iyi Ela cool super,0
"S 2 ulduzla qiymetlendirdim. Cunki exlaqsiz sehfeler,videolar coxdu.",1
Ayten Benim instagram profilim neden yeni surumle uymuyor? App storide son surum oldugunu gosteriyor ama yeni surumle uyumlu deyil. Mesala hikayeye video koyunca yalniz 15 saniyesini gosteriyor diyer kisimlarini paylasmiyor yardim edin lutfen....,0
narka instagram dont download please help me,1
"Changes Hi instagram, can you please change your new update where you can’t see the likes and the views it’s really annoying and everyone seems to hate it too so please change it .",0
"Просьба! Очень часть показывает что произошла ошибка и это раздражает!!!!Прошу исправить этот недостаток!Инстаграмм стал глючить я удалила и загрузила заново,однако теперь я не могу войти ни в один из своих аккаунтов!!!!",1
super insdani sevirem birce takibcilerimde cox olsa men bezileri kimi panel vurmuram sehifeme,0
"Help me please I deleted instagram, then when I wanted to reinstall, it did not work. There is still exists application  ,but I can't open it.  can you send me update? please contact me",1
.... ..👍🏿,0
Col guzel Cok gUzel,0
seni sviyoruuumm insta 💜❤️ seni seviyorummm insta 💜❤️😍,0
tewekurler men cox razlyam,0
Çok güzel Çok güzel hoşuma getdi,0
Falzade Falzade,0
Instagram has problems When I open instagram they write that action blocked you cant like photos and they write date in their till this date I can’t like any photos and in this date when I open instagram they write again a date and this date was today they write you can like photos in this date but in this date I can’t like any photos,0
"instagram direct problem why i cant send message to the closed account on latest version istagram?? it is so disgusting problem , on android phones you can send message to the closed account , but in ios this doesn’t allow",1
Hell I am disappointed.  too many shortcomings and shortcomings.  works unstable.  photos when published lose quality.  the platform went bad,1
Error Some of photos and stories do not open :/,1
"Update New update is so bad
You closed new messages!!!!
Why ?!!! 😠😠😠",1
Не могу войти Я уже какой раз пытаюсь войти через приложение но там выходит не известная ошибка не знаю как связаться,1
"SOMETHING ISN’T WORKING Hey, I can’t uploaded videos, AGAIN AND AGAIN. PLEASE FIX THIS PROBLEM IT DRIVINGS ME CRAZY!! I DIDNT POST ANY PORNO, IM POSTING JUST SOME MOMENTS.",1
Reklam gedmir Zeif isleyir,1
. Add plz black theme to insta,0
"Профиксите баги Программа сходит с ума, то значки крупные, то шапки других пользователей синего цвета, пожалуйста, исправьте это в дальнейшем",0
SA 😍😍😍😍😍,0
New update is very very bad😾 New update is veryyyyy baaad,0
App closes when you tryna switch between accounts Really,1
😍 Harika bir uygulama😍❤️,0
Tapgetir.az_official Super,0
Ehsen Zordu,0
Müthişşşşş Müthişş,0
Help i can not enter any profile.İnstagram app is not working.Please help to me.,0
👍 Insta eladı,0
Супер Супер,0
Instagram Iyidir ☺️,0
İnstagram bərabərlik hüququnu təmin etmir! Bəzən əsassız şikayət nəticəsində instagram fəaliyyətim məhdudlaşdırılır. Kimlərin nə niyyətlə etdiyini başa düşə bilmirəm. İnstagram ən azı şikayətin səbəbi barədə məlumat verməlidir.,1
Beautiful Gozel 👍👍👍👍👍,0
Baddd Very bad new profile,1
Yardım 🆘 Ssvgili İnstagram. Artık 15gundur hiç bir özelliyinden yararlanamıyorum. Hiç kimse takip atamıyorum. Beni takip edenler hızla azalıyor. Lütfen hesabımı düzeltmeme yardımcı olun. Lütfen 🆘,1
Don’t work to iPad 2 Don’t work after update,1
"Video call When i call my friend he see me clearly but I can’t,look like low speed internet. But this problem appears only one situation which i talk with him",1
Nigar Super,0
"Problem Iphone X After the update, function of “copy link to story” is gone, please fix it!",1
👍🏻👍🏻👍🏻 👍🏻👍🏻👍🏻,0
👍🏻👍🏻👍🏻👍🏻 🤙🏻🤙🏻🤙🏻🤙🏻,0
Kawaii Отписываете подписчиков которых так сложно набирать☹️,1
"UX & Security problems A month ago I updated my Instagram. Now my profile view has been changed. I can't see the counts of posts. I wrote about it to the Support team but still doesn't any response. Generally, Instagram has a lot of UX problems. Additionally, I’m using my profile for 6 years and I have never synchronized my contacts with Instagram. While it suggests me people from my contacts. How does it happen?",1
mercedes_benz_mz 🤩👌🏻😎,0
Ahmadov Perfect🔱,0
Post В недавних не остаются интересующие меня аккаунты.верните прошлую версию,1
"Сбои и ошибки ВЫ НАРУШАЕТЕ МОИ ПРАВА 
ИНСТАГРАМ БЛОКИРУЕТ МОИ ДЕЙСТВИЯ !!!!! 
Я НЕ МОГУ ПОДПИСЫВАТЬСЯ НА ИНТЕРЕСУЮЩИЕ МЕНЯ АККАУНТЫ УЖЕ НЕСКОЛЬКО НЕДЕЛЬ!!!!! ХОТЯ ПИШУТ ЧТО ПОПРОБУЙТЕ ПОЗЖЕ 
КАК ТАК?!?!?!?!!! 
@kamilla.vjd  УБЕДИТЕЛЬНАЯ ПРОСЬБА РЕШИТЕ ЭТУ ПРОБЛЕМУ!",1
Инстаграмушка Самое любимое приложение!,1
Dejavu Çoçuk oyuncağı gibi,1
Super Super,0
Süper Çok hoşuma gitti,0
Not loading bug Hello  Instagram creator A few weeks ago when I went into Instagram I couldn’t Post I also couldn’t look at my friends story’s and post please fix this ASAP I really want to go back on But overall awesome game,0
super super,0
Bayramnz mübarek dostlar.Superdi👍👍👍 Salamlar olsun bütün dostlara,0
Best app I really enjoy this app I recommend you to download this application,0
🥰 Very nice,0
"Bug Damn it. How many Shipments do not apear. Please, correct it. Just how many Shipments have it back. Other things super",0
Reply Thanks for everything),0
Superrr Superrr👍🏻,0
zibil gunune salmisiz instagrami 😡😡😡😡 bildirish gelir girib baxirsan kimse hansisa videoda (fotoda) senen behs elyib.  gore bilmirsen postu ama ancaq komentarilerde qalirsan. zibil gunune salmisiz instagrami 😡😡😡😡,1
Çok zayıf Çok zayıf,1
👍 Very good👍,0
Cok guzel Super,0
ВЕРНИТЕ АКТУАЛКУ ало верните актуалку .. инста ваще скатился раньше норм был щас вообще пиздес,1
ProHuseynGame ProHuseynGame,0
Aşk Size herşey için teşekür ederim instgram hayat ve bir yaşam tarzıdır size ne kadar teşekür etsem az.   Hep yüksekler de olun👐🏼💕❤️💕❤️💕❤️💕😊😊,0
Merhaba instagram ekibi Bana mavi onay rozeti neden verilmiyor,0
Вся жизнь -игр.... нет нет вся жизнь - Инстаграм Всю жизнь свою мы выставляем напоказ- инста !,0
Gozell Gozell,0
"Her sey yaxsldlr Lazlm olan melumatlar daha genis olsa yaxsl olar !
Vidiolara qlsa , az vaxt ayrllr , , vaxt mehdudiyyeti azdlr! 
Tesekkur edirem!",0
66aliyev 👍🏻👍🏻👍🏻👍🏻👍🏻,0
I love u Instagram I love you sooooo much but I want make purrfect video but where?,0
Сторис Верните список зрителей в сторис (после происшествии 24 часов),1
It gives me an error when I enter the search ...,1
Liricapitan Herşeyi beğendim teşekkürler harikasınız,0
Super Разблокируйте меня пожалуйста,0
Старая версия Верните старую версию,1
Excellent thing Brilliant,0
"Guzel Instagramda  begeni yapamiyorum, ekrana eylem engellende yazisi geliyor. Lutfen. Bunu çozun.   Kullanici adım : qadir_official_page_",0
Bahar Some story innovations are not on my instagram profile please solve this problem,1
🤙🏻👌super 🤙🏻👌super,0
Soz ola bilmez ela Super soz ola bilmez,0
İ love İnstagram ❤️,0
___s0phiaaa___ the best,0
Cok guzel Bloka olmasa daha iyi olur,0
Bağlantı Cox gözel sayıtdı insanlar cox hasant bir biriyle eleqe yaradır ve alış veriş şerayıtı yaranır aynı zamanda reklam da yapmak cox gozeldir..Kom Bra,0
Very Good İnstagram Very Good İnstagram,0
"Instagram bug There are many bugs in inatagram. Messages are lost for a while, later is returned to direct messages. Sql should be controlled and be updated",1
"Sorunum var Sayın İnstagram yetkilileri, uygulamaya tüm kontrollerimi sağlamama rağmen video yüklemekte sıkıntı yaşıyorum. Sorunun giderilmesini istiyorum",0
Problem I can’t download instagram in my iPhone,0
elish8 elish 8,0
"advertisements First of all I would like to thank you for your high level of services.And then I want to mention that advertisement is bothering me. and if you don’t mind I want to ask you that if is it possible to stop all advertisement in my account. if yes please do it when you receive this message and it will be so glad for me, thank you very much.",0
"Reports Instagram takes all the time in the world to delete accounts or pictures of art, naked statues and breastfeeding moms and babies, even thought that’s adorable, but cyber bullying accounts that post hateful content, so many accounts filled with body shaming, slut shaming, sexism, racism, false info, and all kinds of hate....nnope. That’s disgusting. Hundreds of people including myself have reported these accounts, and they have been “reviewed” and found that “they do not violate our community guidelines” even though they clearly do. Imagine how much lighter and simpler and spacier Instagram would be if you deleted all those accounts completely. Wake up Instagram. When an account gets reported for hate or bullying or harassment, ACTUALLY review it and delete it.",0
